V01000 V04001 V04002 V04003 V10004 V10201 V10202 V12001 V12052 V12053 V13004 V13003 V13007 V13201 V13241 V13242 V11002 V11042 V11212 V11041 V11043 V14032
59501 2007 9 21 10063 10080 10050 278 330 237 261 71 47 44 32766 34 20 49 6 78 6 91 
59501 2007 9 22 10039 10070 10013 288 329 258 240 61 47 32700 32766 50 39 73 16 112 16 98 
59501 2007 9 23 10009 10036 9988 273 308 245 266 74 60 81 32766 43 37 63 2 124 2 28 
59501 2007 9 24 10033 10057 10011 253 286 243 298 93 78 927 32766 31 25 67 5 121 5 0 
59501 2007 9 25 10092 10110 10057 268 305 243 286 82 67 1 32766 28 27 52 5 82 5 43 
59501 2007 9 26 10102 10122 10080 274 314 246 259 72 46 0 32766 36 25 54 6 92 5 80 
59501 2007 9 27 10096 10115 10067 278 319 246 269 73 53 0 32766 45 19 51 6 83 4 104 
59501 2007 9 28 10092 10110 10075 282 327 242 275 73 49 0 32766 47 22 50 6 92 5 104 
59501 2007 9 29 10088 10104 10068 288 335 253 280 72 47 0 32766 44 17 54 5 87 5 104 
59501 2007 9 30 10061 10092 10038 292 331 264 271 68 48 0 32766 49 27 56 5 106 5 89 
59501 2007 10 1 10041 10058 10027 286 322 266 274 71 55 32700 32766 52 27 59 5 99 5 33 
59501 2007 10 2 10061 10077 10037 269 287 255 285 81 66 20 32766 34 36 71 5 119 4 0 
59501 2007 10 3 10091 10110 10069 256 276 236 282 86 78 71 32766 17 30 71 6 145 6 0 
59501 2007 10 4 10087 10104 10067 274 309 238 280 77 56 0 32766 30 21 47 12 81 5 100 
59501 2007 10 5 10049 10092 10019 276 328 238 278 76 44 0 32766 37 21 55 12 78 12 100 
59501 2007 10 6 10007 10032 9981 284 334 239 250 66 38 0 32766 38 19 63 16 115 16 96 
59501 2007 10 7 10001 10029 9974 290 328 252 249 63 45 0 32766 43 17 49 12 70 14 70 
59501 2007 10 8 10056 10076 10029 288 320 268 250 64 47 32700 32766 46 31 54 15 87 15 30 
59501 2007 10 9 10105 10123 10076 246 278 225 191 62 53 0 32766 74 30 50 2 107 1 33 
59501 2007 10 10 10119 10133 10103 248 286 227 213 68 56 0 32766 42 20 43 2 80 1 22 
59501 2007 10 11 10134 10153 10119 254 292 233 244 75 59 0 32766 28 18 47 6 68 5 29 
59501 2007 10 12 10147 10165 10134 252 278 236 235 74 58 1 32766 31 22 41 4 74 5 8 
59501 2007 10 13 10149 10162 10134 262 300 232 220 66 45 32700 32766 53 24 57 4 98 3 74 
59501 2007 10 14 10157 10173 10141 256 288 226 234 72 56 32700 32766 36 21 43 6 69 6 26 
59501 2007 10 15 10172 10185 10156 243 275 222 204 67 55 0 32766 33 28 50 3 80 4 37 
59501 2007 10 16 10172 10188 10150 239 274 214 180 61 46 0 32766 56 22 48 3 93 4 76 
59501 2007 10 17 10163 10182 10144 236 265 213 173 60 49 0 32766 52 24 37 3 61 6 53 
59501 2007 10 18 10152 10174 10127 236 283 200 190 67 42 0 32766 48 23 51 6 81 6 77 
59501 2007 10 19 10157 10184 10132 237 289 199 191 67 38 0 32766 41 14 35 2 69 1 92 
59501 2007 10 20 10157 10179 10138 230 276 198 176 65 40 0 32766 45 24 53 5 90 5 95 
59501 2007 10 21 10154 10174 10130 221 269 190 183 70 39 0 32766 50 21 54 6 83 7 94 
59501 2007 10 22 10140 10163 10111 231 280 190 189 69 45 0 32766 43 22 41 6 64 5 93 
59501 2007 10 23 10141 10157 10119 234 281 197 208 73 50 0 32766 33 26 50 7 86 6 101 
59501 2007 10 24 10144 10159 10119 250 306 204 211 68 45 0 32766 41 17 52 6 86 6 104 
59501 2007 10 25 10134 10153 10111 253 303 220 230 72 49 0 32766 39 26 59 6 89 7 100 
59501 2007 10 26 10121 10139 10100 254 301 221 223 70 40 0 32766 53 19 46 10 80 6 100 
59501 2007 10 27 10116 10140 10088 239 271 223 215 73 55 0 32766 41 27 37 5 68 5 56 
59501 2007 10 28 10118 10141 10091 236 272 217 213 74 54 0 32766 32 19 34 12 55 7 46 
59501 2007 10 29 10126 10146 10099 241 293 204 202 69 43 0 32766 41 23 59 6 104 5 89 
59501 2007 10 30 10146 10156 10133 238 273 217 207 71 52 19 32766 15 23 55 5 99 6 32 
59501 2007 10 31 10154 10174 10134 227 248 215 221 80 70 0 32766 38 18 39 1 63 3 0 
59501 2007 11 1 10156 10172 10141 210 226 197 184 74 68 32700 32766 49 40 57 1 103 1 0 
59501 2007 11 2 10158 10176 10135 192 229 155 149 68 56 2 32766 41 35 61 2 107 2 23 
59501 2007 11 3 10159 10176 10134 214 258 180 146 58 42 0 32766 38 18 43 3 73 2 96 
59501 2007 11 4 10160 10173 10131 211 260 171 149 61 39 0 32766 41 16 56 2 94 2 99 
59501 2007 11 5 10134 10164 10112 215 250 177 128 51 39 0 32766 41 22 43 2 87 2 82 
59501 2007 11 6 10109 10129 10090 236 288 202 162 56 41 0 32766 49 17 54 2 96 1 89 
59501 2007 11 7 10108 10125 10091 233 267 211 151 53 43 32700 32766 60 37 49 2 93 1 45 
59501 2007 11 8 10111 10125 10094 218 240 180 178 69 58 31 32766 20 23 39 2 77 2 8 
59501 2007 11 9 10123 10139 10108 221 275 201 189 71 43 0 32766 34 29 48 6 76 5 97 
59501 2007 11 10 10143 10161 10128 209 249 176 169 69 45 0 32766 46 25 55 6 96 6 93 
59501 2007 11 11 10158 10177 10133 201 248 167 167 72 42 0 32766 41 22 64 6 96 6 87 
59501 2007 11 12 10157 10176 10134 197 243 160 158 69 38 0 32766 40 23 54 6 85 7 90 
59501 2007 11 13 10152 10169 10131 205 259 161 153 66 31 0 32766 34 19 46 6 79 6 94 
59501 2007 11 14 10160 10181 10144 207 264 166 174 72 41 0 32766 34 24 53 6 88 6 95 
59501 2007 11 15 10170 10186 10147 216 278 170 177 70 40 0 32766 30 30 57 6 99 6 93 
59501 2007 11 16 10156 10184 10123 221 275 184 189 72 49 0 32766 30 18 51 6 85 7 94 
59501 2007 11 17 10137 10152 10112 224 280 193 202 75 51 0 32766 30 24 38 5 65 5 93 
59501 2007 11 18 10161 10185 10137 218 253 201 180 69 54 0 32766 38 21 51 2 80 2 47 
59501 2007 11 19 10193 10218 10168 195 236 169 150 67 51 32700 32766 40 29 47 2 81 2 65 
59501 2007 11 20 10186 10210 10159 189 240 150 142 66 44 0 32766 50 23 57 2 106 2 96 
59501 2007 11 21 10184 10207 10157 197 254 171 154 68 41 0 32766 38 23 48 6 77 6 87 
59501 2007 11 22 10178 10201 10153 196 237 173 158 69 48 0 32766 27 21 63 6 90 6 73 
59501 2007 11 23 10158 10188 10123 206 252 169 149 63 42 0 32766 36 24 49 6 79 6 79 
59501 2007 11 24 10153 10167 10131 210 253 184 153 62 41 0 32766 51 28 56 5 89 4 80 
59501 2007 11 25 10146 10167 10123 205 258 176 160 67 40 0 32766 40 20 43 11 61 11 58 
59501 2007 11 26 10114 10151 10087 220 244 202 148 56 50 0 32766 37 49 57 2 124 1 28 
59501 2007 11 27 10098 10114 10078 192 230 174 94 43 27 0 32766 66 41 74 1 153 1 57 
59501 2007 11 28 10133 10155 10112 158 207 123 48 27 17 0 32766 81 32 77 1 135 2 96 
59501 2007 11 29 10181 10199 10149 152 208 116 68 40 20 0 32766 51 19 41 2 69 2 96 
59501 2007 11 30 10216 10240 10197 153 216 105 95 57 27 0 32766 41 16 52 7 83 6 95 
59501 2007 12 1 10203 10227 10174 183 241 130 132 65 42 0 32766 18 17 47 5 74 6 93 
59501 2007 12 2 10191 10210 10163 191 246 164 155 72 43 0 32766 14 13 44 12 63 7 68 
59501 2007 12 3 10198 10214 10179 193 242 164 113 52 32 0 32766 42 19 47 2 87 2 89 
59501 2007 12 4 10222 10242 10200 173 214 137 128 65 45 0 32766 40 20 52 6 88 6 55 
59501 2007 12 5 10225 10243 10203 181 209 168 133 64 51 0 32766 31 24 39 5 64 6 3 
59501 2007 12 6 10199 10228 10171 184 227 162 146 69 50 0 32766 21 15 38 11 53 11 24 
59501 2007 12 7 10184 10203 10162 184 233 156 138 67 35 0 32766 17 19 38 6 65 6 68 
59501 2007 12 8 10187 10219 10161 166 202 147 135 72 57 0 32766 30 24 51 6 92 6 72 
59501 2007 12 9 10167 10188 10142 174 232 145 154 78 51 0 32766 29 20 40 10 67 6 52 
59501 2007 12 10 10153 10174 10133 197 252 163 168 74 53 0 32766 28 15 40 4 70 4 85 
59501 2007 12 11 10132 10150 10115 207 268 163 169 71 48 0 32766 26 14 37 6 67 5 75 
59501 2007 12 12 10114 10134 10090 209 260 191 186 75 47 0 32766 17 11 46 12 61 12 71 
59501 2007 12 13 10117 10133 10098 207 263 168 167 71 44 0 32766 28 18 51 2 96 1 80 
59501 2007 12 14 10142 10161 10119 183 226 152 151 72 58 32700 32766 41 20 48 6 78 7 64 
59501 2007 12 15 10161 10178 10137 184 228 157 157 75 55 0 32766 29 18 52 6 85 6 74 
59501 2007 12 16 10177 10202 10157 190 232 168 162 74 54 0 32766 33 22 49 6 80 7 73 
59501 2007 12 17 10165 10189 10148 197 227 182 172 75 62 32700 32766 14 11 26 5 39 6 0 
59501 2007 12 18 10160 10185 10141 196 235 170 188 83 65 0 32766 24 23 46 6 79 6 59 
59501 2007 12 19 10159 10187 10134 190 227 179 175 80 53 32700 32766 23 14 39 12 53 2 0 
59501 2007 12 20 10162 10194 10136 193 237 168 165 75 54 32700 32766 23 26 50 6 75 6 49 
59501 2007 12 21 10143 10168 10115 207 256 185 184 76 57 32700 32766 24 19 37 5 64 5 85 
59501 2007 12 22 10128 10145 10105 203 253 182 206 87 63 0 32766 20 21 46 6 71 6 41 
59501 2007 12 23 10129 10145 10110 196 208 187 194 85 78 5 32766 9 25 38 5 58 6 0 
59501 2007 12 24 10140 10158 10126 173 200 151 162 82 68 114 32766 30 19 41 2 68 2 0 
59501 2007 12 25 10160 10174 10146 166 210 139 138 73 54 0 32766 26 20 37 12 62 2 52 
59501 2007 12 26 10168 10184 10143 170 216 133 137 71 50 0 32766 39 22 51 6 80 6 90 
59501 2007 12 27 10146 10185 10110 172 220 142 143 74 46 0 32766 35 21 43 4 83 4 89 
59501 2007 12 28 10125 10147 10097 180 241 140 163 80 49 0 32766 21 21 51 12 70 10 88 
59501 2007 12 29 10134 10149 10117 176 216 150 129 65 49 0 32766 35 26 53 2 99 2 59 
59501 2007 12 30 10166 10185 10143 147 190 127 77 47 31 0 32766 57 36 52 2 93 2 64 
59501 2007 12 31 10200 10221 10179 131 175 102 45 31 20 0 32766 56 32 69 1 117 2 93 
